longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,bedroom_room_ration
-122.09,37.68,41.0,1834.0,463.0,1105,467.0,2.8322,170300.0,NEAR BAY,0.252453653217012
-122.09,37.68,43.0,1415.0,348.0,569,293.0,2.5156,190900.0,NEAR BAY,0.24593639575971732
-122.1,37.68,37.0,1352.0,342.0,691,324.0,3.4032,196900.0,NEAR BAY,0.2529585798816568
-122.1,37.68,37.0,2116.0,503.0,1109,448.0,2.535,174000.0,NEAR BAY,0.23771266540642721
-122.11,37.68,37.0,1976.0,481.0,1197,465.0,2.5772,170200.0,NEAR BAY,0.24342105263157895
-122.1,37.68,38.0,1779.0,413.0,1061,400.0,3.0962,180900.0,NEAR BAY,0.23215289488476673
-122.1,37.67,34.0,3659.0,897.0,2479,903.0,2.9564,150500.0,NEAR BAY,0.24514894779994534
-122.1,37.68,31.0,1892.0,428.0,1162,389.0,3.125,167100.0,NEAR BAY,0.226215644820296
-122.12,37.68,35.0,1958.0,484.0,1146,448.0,2.95,148900.0,NEAR BAY,0.24719101123595505
-122.12,37.68,40.0,1553.0,253.0,724,267.0,4.38,196400.0,NEAR BAY,0.16291049581455247
-122.12,37.68,37.0,2412.0,394.0,975,375.0,4.0417,191100.0,NEAR BAY,0.16334991708126037
-122.11,37.67,36.0,2110.0,389.0,952,370.0,3.8,187500.0,NEAR BAY,0.1843601895734597
-122.12,37.68,45.0,2179.0,401.0,1159,399.0,3.4839,180600.0,NEAR BAY,0.18402937127122534
-122.13,37.68,45.0,2457.0,445.0,1129,422.0,4.0588,182800.0,NEAR BAY,0.18111518111518113
-122.13,37.68,44.0,2147.0,399.0,1175,401.0,4.1974,179300.0,NEAR BAY,0.18584070796460178
-122.13,37.68,43.0,1676.0,340.0,924,328.0,3.6,179400.0,NEAR BAY,0.20286396181384247
-122.14,37.68,35.0,2976.0,518.0,1424,538.0,4.2669999999999995,210300.0,NEAR BAY,0.17405913978494625
-122.14,37.67,34.0,3036.0,533.0,1366,500.0,4.2386,192300.0,NEAR BAY,0.17555994729907773
-122.15,37.67,35.0,2472.0,398.0,1171,390.0,5.5797,198100.0,NEAR BAY,0.1610032362459547
-122.14,37.67,36.0,1487.0,249.0,641,243.0,4.0682,196200.0,NEAR BAY,0.16745124411566914
-122.13,37.67,38.0,2012.0,347.0,880,332.0,3.1734,181600.0,NEAR BAY,0.17246520874751492
-122.14,37.67,37.0,3342.0,,1635,557.0,4.7933,186900.0,NEAR BAY,
-122.14,37.67,37.0,3156.0,534.0,1495,543.0,4.8125,188300.0,NEAR BAY,0.16920152091254753
-122.13,37.67,40.0,1748.0,318.0,914,317.0,3.8676,184000.0,NEAR BAY,0.18192219679633867
-122.12,37.67,33.0,3429.0,681.0,1798,694.0,3.9395,184700.0,NEAR BAY,0.19860017497812774
-122.13,37.67,42.0,3592.0,703.0,1625,665.0,3.2434,179900.0,NEAR BAY,0.19571269487750556
-122.11,37.67,38.0,1035.0,247.0,599,224.0,3.0917,167200.0,NEAR BAY,0.23864734299516907
-122.11,37.67,32.0,3028.0,811.0,2037,703.0,3.0645,165400.0,NEAR BAY,0.2678335535006605
-122.09,37.67,33.0,2431.0,655.0,1854,603.0,2.7019,154000.0,NEAR BAY,0.26943644590703414
-122.09,37.67,39.0,2069.0,500.0,1408,478.0,3.1115,153500.0,NEAR BAY,0.2416626389560174
-122.09,37.66,40.0,1340.0,313.0,766,271.0,3.4722,135400.0,NEAR BAY,0.2335820895522388
-122.09,37.66,39.0,1160.0,259.0,725,274.0,2.2222,158300.0,NEAR BAY,0.22327586206896552
-122.05,37.68,32.0,2015.0,318.0,1019,340.0,6.1104,240700.0,NEAR BAY,0.15781637717121588
-122.06,37.67,22.0,3882.0,816.0,1830,743.0,4.2733,180700.0,NEAR BAY,0.21020092735703247
-122.07,37.67,27.0,3239.0,671.0,1469,616.0,3.2465,230600.0,NEAR BAY,0.2071627045384378
-122.07,37.67,28.0,2932.0,739.0,1198,624.0,3.2417,210800.0,NEAR BAY,0.2520463847203274
-122.07,37.67,38.0,2104.0,409.0,1039,394.0,3.875,165300.0,NEAR BAY,0.1943916349809886
-122.04,37.67,29.0,1694.0,251.0,690,242.0,6.0501,254200.0,NEAR BAY,0.14817001180637543
-122.04,37.67,18.0,3000.0,419.0,1155,415.0,6.8233,332600.0,NEAR BAY,0.13966666666666666
-122.04,37.66,23.0,2419.0,348.0,1066,384.0,6.3501,350000.0,NEAR BAY,0.14386109962794544
-122.07,37.66,28.0,2280.0,610.0,1255,587.0,2.6719,161200.0,NEAR BAY,0.2675438596491228
-122.07,37.66,21.0,5031.0,1168.0,2461,1042.0,3.875,179300.0,NEAR BAY,0.2321606042536275
-122.08,37.66,33.0,1547.0,372.0,1063,356.0,2.5625,154300.0,NEAR BAY,0.24046541693600518
-122.07,37.65,31.0,3300.0,790.0,2181,740.0,3.016,161800.0,NEAR BAY,0.23939393939393938
-122.08,37.65,17.0,5018.0,1439.0,3069,1299.0,2.7694,161900.0,NEAR BAY,0.2867676365085691
-122.08,37.65,35.0,1813.0,393.0,1093,374.0,3.6818,165400.0,NEAR BAY,0.2167677881963596
-122.08,37.66,37.0,1997.0,436.0,1349,437.0,2.1382,166600.0,NEAR BAY,0.21832749123685527
-122.1,37.66,37.0,901.0,191.0,599,206.0,3.7303,149700.0,NEAR BAY,0.21198668146503885
-122.1,37.66,35.0,686.0,142.0,480,149.0,3.875,162100.0,NEAR BAY,0.20699708454810495
-122.1,37.66,33.0,1954.0,464.0,1293,448.0,3.0489,152600.0,NEAR BAY,0.2374616171954964
-122.09,37.65,27.0,2630.0,722.0,1414,634.0,2.8203,195200.0,NEAR BAY,0.27452471482889734
-122.09,37.65,35.0,1130.0,192.0,543,184.0,4.3897,190600.0,NEAR BAY,0.16991150442477876
-122.09,37.65,35.0,1184.0,200.0,572,194.0,4.7143,193800.0,NEAR BAY,0.16891891891891891
-122.1,37.66,34.0,656.0,115.0,342,112.0,4.6875,200600.0,NEAR BAY,0.17530487804878048
-122.11,37.66,29.0,2544.0,643.0,2332,603.0,3.2091,150000.0,NEAR BAY,0.25275157232704404
-122.1,37.66,36.0,1305.0,225.0,768,234.0,4.275,185300.0,NEAR BAY,0.1724137931034483
-122.11,37.66,36.0,1755.0,316.0,913,299.0,4.1302,172700.0,NEAR BAY,0.18005698005698006
-122.11,37.66,35.0,2843.0,652.0,1726,643.0,3.09,174100.0,NEAR BAY,0.22933520928596554
-122.1,37.65,25.0,2538.0,494.0,1185,501.0,4.5417,194400.0,NEAR BAY,0.1946414499605989
-122.1,37.64,28.0,1784.0,311.0,735,278.0,4.6635,206700.0,NEAR BAY,0.1743273542600897
-122.1,37.65,31.0,1797.0,327.0,796,319.0,4.4427,204500.0,NEAR BAY,0.18196994991652754
-122.1,37.65,36.0,410.0,76.0,252,82.0,4.5303,175000.0,NEAR BAY,0.18536585365853658
-122.12,37.65,26.0,162.0,27.0,86,25.0,2.375,137500.0,NEAR BAY,0.16666666666666666
-122.1,37.63,18.0,9963.0,2031.0,5613,1946.0,3.8171,187200.0,NEAR BAY,0.20385426076482988
-122.1,37.61,35.0,2361.0,458.0,1727,467.0,4.5281,173600.0,NEAR BAY,0.19398559932232104
-122.13,37.66,19.0,862.0,167.0,407,183.0,4.3456,163000.0,NEAR BAY,0.1937354988399072
-122.11,37.65,18.0,4335.0,808.0,2041,734.0,3.4861,331600.0,NEAR BAY,0.18638985005767011
-122.11,37.64,31.0,1487.0,280.0,854,301.0,5.2312,197600.0,NEAR BAY,0.1882985877605918
-122.11,37.64,8.0,3592.0,849.0,1907,746.0,3.6708,197900.0,NEAR BAY,0.23635857461024498
-122.12,37.64,40.0,432.0,102.0,264,77.0,3.8875,228100.0,NEAR BAY,0.2361111111111111
-122.09,37.63,34.0,1457.0,242.0,735,249.0,3.9167,189500.0,NEAR BAY,0.16609471516815374
-122.09,37.64,32.0,1578.0,284.0,836,292.0,3.9063,184200.0,NEAR BAY,0.17997465145754118
-122.1,37.63,29.0,2172.0,435.0,1377,408.0,3.7895,180900.0,NEAR BAY,0.20027624309392264
-122.08,37.64,36.0,1340.0,245.0,789,248.0,3.8,172000.0,NEAR BAY,0.1828358208955224
-122.08,37.64,36.0,1116.0,199.0,662,226.0,5.7309,177900.0,NEAR BAY,0.17831541218637992
-122.09,37.64,36.0,1885.0,307.0,853,271.0,4.1141,173100.0,NEAR BAY,0.16286472148541115
-122.09,37.64,36.0,1180.0,212.0,664,200.0,5.2838,172600.0,NEAR BAY,0.17966101694915254
-122.08,37.64,30.0,5267.0,1253.0,4065,1113.0,3.3479,182100.0,NEAR BAY,0.23789633567495727
-122.08,37.64,23.0,1897.0,440.0,1109,418.0,3.142,179500.0,NEAR BAY,0.23194517659462308
-122.08,37.63,31.0,767.0,171.0,548,185.0,3.7614,176000.0,NEAR BAY,0.22294654498044328
-122.08,37.63,33.0,691.0,127.0,431,149.0,4.25,192600.0,NEAR BAY,0.1837916063675832
-122.08,37.64,36.0,786.0,133.0,463,160.0,3.9338,182700.0,NEAR BAY,0.1692111959287532
-122.07,37.64,22.0,5861.0,1516.0,5436,1463.0,2.5158,134900.0,NEAR BAY,0.25865893192288003
-122.07,37.63,27.0,2784.0,723.0,2028,693.0,2.4808,157600.0,NEAR BAY,0.25969827586206895
-122.07,37.64,25.0,4524.0,860.0,2426,862.0,4.7083,190900.0,NEAR BAY,0.1900972590627763
-122.06,37.64,37.0,1468.0,304.0,1038,282.0,4.1652,158200.0,NEAR BAY,0.20708446866485014
-122.06,37.64,20.0,1655.0,450.0,857,430.0,3.5541,350000.0,NEAR BAY,0.2719033232628399
-122.06,37.65,33.0,1227.0,286.0,848,291.0,3.8036,158200.0,NEAR BAY,0.2330888345558272
-122.06,37.64,33.0,1160.0,252.0,729,220.0,3.8259,146100.0,NEAR BAY,0.21724137931034482
-122.04,37.63,33.0,952.0,172.0,369,159.0,3.2331,226700.0,NEAR BAY,0.18067226890756302
-122.03,37.62,35.0,2072.0,352.0,1001,350.0,4.7109,198700.0,NEAR BAY,0.16988416988416988
-122.03,37.62,32.0,2964.0,547.0,1472,527.0,4.2468,221200.0,NEAR BAY,0.18454790823211875
-122.04,37.62,35.0,1032.0,173.0,453,176.0,6.396,208500.0,NEAR BAY,0.16763565891472867
-122.04,37.62,35.0,657.0,118.0,328,134.0,3.8125,204200.0,NEAR BAY,0.1796042617960426
-122.04,37.62,32.0,1540.0,324.0,793,302.0,3.2857,193200.0,NEAR BAY,0.21038961038961038
-122.03,37.62,35.0,1298.0,236.0,632,204.0,3.8929,209500.0,NEAR BAY,0.18181818181818182
-122.03,37.61,36.0,1409.0,271.0,1002,281.0,3.7262,164900.0,NEAR BAY,0.1923349893541519
-122.03,37.61,37.0,1383.0,259.0,808,241.0,4.0125,161400.0,NEAR BAY,0.18727404193781635
-122.04,37.61,36.0,1151.0,216.0,727,215.0,4.1719,187000.0,NEAR BAY,0.18766290182450043
-122.04,37.62,35.0,899.0,179.0,455,185.0,4.2857,190400.0,NEAR BAY,0.19911012235817574
-122.08,37.63,37.0,1793.0,364.0,1534,346.0,3.6458,156600.0,NEAR BAY,0.2030117122141662
-122.08,37.62,17.0,2485.0,518.0,1139,550.0,2.6875,157300.0,NEAR BAY,0.2084507042253521
-122.07,37.63,35.0,1931.0,376.0,1175,337.0,3.7292,168100.0,NEAR BAY,0.19471776281719316
-122.07,37.63,24.0,2329.0,465.0,1401,453.0,4.5913,177600.0,NEAR BAY,0.1996565049377415
-122.06,37.63,12.0,6711.0,1374.0,3388,1289.0,3.8625,208900.0,NEAR BAY,0.20473848904783193
-122.06,37.63,23.0,1939.0,356.0,841,364.0,3.3611,169200.0,NEAR BAY,0.18359979370809695
-122.05,37.61,16.0,1642.0,346.0,705,351.0,2.8971,163900.0,NEAR BAY,0.21071863580998781
-122.08,37.63,34.0,1619.0,293.0,1148,310.0,4.0326,164700.0,NEAR BAY,0.18097591105620753
-122.08,37.63,35.0,517.0,108.0,391,107.0,4.0682,156900.0,NEAR BAY,0.20889748549323017
-122.09,37.63,36.0,1570.0,274.0,992,249.0,5.3644,168800.0,NEAR BAY,0.17452229299363056
-122.09,37.63,35.0,1213.0,221.0,790,243.0,4.7019,174100.0,NEAR BAY,0.18219291014014838
-122.08,37.62,27.0,1826.0,309.0,1016,313.0,5.64,206500.0,NEAR BAY,0.1692223439211391
-122.08,37.61,26.0,2261.0,443.0,1039,395.0,3.7931,203900.0,NEAR BAY,0.1959310039805396
-121.99,37.61,9.0,3666.0,711.0,2341,703.0,4.6458,217000.0,<1H OCEAN,0.1939443535188216
-122.02,37.6,36.0,1633.0,345.0,1382,338.0,3.694,159600.0,NEAR BAY,0.2112676056338028
-122.02,37.6,31.0,2155.0,522.0,1858,437.0,2.6519999999999997,159800.0,NEAR BAY,0.24222737819025522
-122.02,37.6,32.0,1295.0,280.0,1156,300.0,3.5,154300.0,NEAR BAY,0.21621621621621623
-122.02,37.6,32.0,1295.0,295.0,1097,328.0,3.2386,149600.0,NEAR BAY,0.2277992277992278
-122.03,37.61,33.0,1518.0,302.0,831,268.0,5.0969999999999995,188600.0,NEAR BAY,0.19894598155467721
-122.04,37.6,17.0,3314.0,638.0,1873,602.0,4.3875,238500.0,NEAR BAY,0.19251659625829812
-122.06,37.6,22.0,3009.0,497.0,1640,514.0,4.625,235300.0,NEAR BAY,0.16517115320704553
-122.08,37.61,6.0,2605.0,474.0,1568,433.0,5.0406,261400.0,NEAR BAY,0.181957773512476
-122.06,37.6,17.0,5159.0,832.0,3174,817.0,5.8704,234400.0,NEAR BAY,0.16127156425663888
-122.06,37.6,18.0,1726.0,276.0,1186,310.0,5.3226,231700.0,NEAR BAY,0.15990730011587487
-122.08,37.59,16.0,1816.0,365.0,1367,355.0,4.235,156300.0,NEAR BAY,0.20099118942731278
-122.07,37.59,13.0,2578.0,551.0,1680,528.0,4.825,222000.0,NEAR BAY,0.21373157486423583
-122.08,37.58,15.0,2576.0,418.0,1657,410.0,5.5218,254400.0,NEAR BAY,0.1622670807453416
-122.07,37.58,16.0,1644.0,251.0,1033,267.0,6.5116,244300.0,NEAR BAY,0.152676399026764
-122.07,37.58,16.0,1606.0,240.0,1117,268.0,6.0661,247000.0,NEAR BAY,0.149439601494396
-122.08,37.58,16.0,3349.0,544.0,2003,488.0,6.0074,236500.0,NEAR BAY,0.16243654822335024
-122.07,37.59,15.0,3475.0,686.0,2568,653.0,4.6211,151400.0,NEAR BAY,0.19741007194244603
-122.07,37.58,16.0,1893.0,338.0,1461,344.0,5.225,213700.0,NEAR BAY,0.17855256207078712
-122.04,37.59,14.0,1727.0,302.0,1116,273.0,5.3428,243600.0,NEAR BAY,0.17486971627099016
-122.05,37.59,15.0,6243.0,1273.0,3163,1274.0,3.7462,212500.0,NEAR BAY,0.2039083773826686
-122.03,37.6,24.0,2077.0,383.0,1488,389.0,4.5721,214700.0,NEAR BAY,0.18440057775637939
-122.02,37.59,18.0,1165.0,333.0,855,319.0,3.6923,213200.0,NEAR BAY,0.28583690987124466
-122.03,37.59,16.0,4371.0,889.0,2530,817.0,4.6786,256000.0,NEAR BAY,0.2033859528711965
-122.01,37.59,2.0,838.0,295.0,240,149.0,2.875,237500.0,NEAR BAY,0.3520286396181384
-122.02,37.58,15.0,3052.0,760.0,2097,728.0,3.3617,178100.0,NEAR BAY,0.2490170380078637
-122.01,37.58,17.0,4313.0,717.0,2629,721.0,5.7579,231800.0,NEAR BAY,0.16624159517737075
-122.09,37.6,36.0,385.0,94.0,295,92.0,2.9706,147900.0,NEAR BAY,0.24415584415584415
-122.08,37.6,10.0,3046.0,678.0,2056,628.0,3.9022,191700.0,NEAR BAY,0.22258699934340118
-121.97,37.57,21.0,4342.0,783.0,2172,789.0,4.6146,247600.0,<1H OCEAN,0.1803316444035007
-121.96,37.58,15.0,3575.0,597.0,1777,559.0,5.7192,283500.0,<1H OCEAN,0.16699300699300698
-121.98,37.58,20.0,4126.0,1031.0,2079,975.0,3.6832,216900.0,<1H OCEAN,0.2498788172564227
-121.99,37.58,31.0,2878.0,478.0,1276,485.0,6.2073,282500.0,<1H OCEAN,0.16608756080611536
-122.0,37.58,6.0,4405.0,717.0,2071,688.0,5.8151,295600.0,<1H OCEAN,0.16276958002270148
-122.01,37.57,14.0,16199.0,2993.0,8117,2847.0,5.8322,281800.0,NEAR BAY,0.18476449163528613
-122.04,37.58,14.0,14917.0,2708.0,8012,2606.0,5.6277,269800.0,NEAR BAY,0.18153784272977141
-122.04,37.57,12.0,5719.0,1064.0,3436,1057.0,5.2879,231200.0,NEAR BAY,0.18604651162790697
-122.07,37.57,8.0,8647.0,1407.0,5019,1379.0,6.5615,318300.0,NEAR BAY,0.16271539262171852
-122.06,37.58,15.0,8112.0,1376.0,4576,1348.0,5.6758,253400.0,NEAR BAY,0.16962524654832348
-122.05,37.57,7.0,10648.0,1818.0,6075,1797.0,6.1047,278200.0,NEAR BAY,0.17073628850488354
-121.93,37.49,5.0,1150.0,311.0,648,245.0,3.5714,300000.0,<1H OCEAN,0.27043478260869563
-122.07,37.52,3.0,14014.0,2861.0,7205,2753.0,6.0824,273500.0,NEAR BAY,0.2041529898672756
-122.02,37.56,23.0,4332.0,857.0,2461,829.0,4.3594,223400.0,NEAR BAY,0.19783010156971376
-122.02,37.56,35.0,1716.0,312.0,914,316.0,5.5737,214500.0,NEAR BAY,0.18181818181818182
-122.03,37.56,31.0,4981.0,964.0,2841,924.0,4.8962,220200.0,NEAR BAY,0.19353543465167636
-122.03,37.56,24.0,8444.0,1492.0,4446,1491.0,4.6978,240300.0,NEAR BAY,0.17669351018474658
-122.01,37.56,6.0,3028.0,778.0,1531,736.0,4.4259,158000.0,NEAR BAY,0.2569352708058124
-122.01,37.55,26.0,2068.0,532.0,1434,495.0,3.3008,224200.0,NEAR BAY,0.2572533849129594
-122.02,37.55,33.0,1325.0,274.0,909,267.0,4.5687,177200.0,NEAR BAY,0.20679245283018868
-122.01,37.56,24.0,2563.0,485.0,1174,501.0,3.8179,216100.0,NEAR BAY,0.18923136948888022
-121.99,37.56,18.0,5505.0,1005.0,2641,971.0,5.0,269700.0,<1H OCEAN,0.18256130790190736
-121.99,37.56,20.0,6462.0,1294.0,3288,1235.0,4.3393,231200.0,<1H OCEAN,0.2002476013618075
-121.96,37.55,4.0,3746.0,993.0,1606,838.0,4.1387,162500.0,<1H OCEAN,0.2650827549386012
-121.97,37.56,13.0,8918.0,1823.0,4518,1772.0,4.8052,254000.0,<1H OCEAN,0.2044180309486432
-121.97,37.54,31.0,1949.0,344.0,986,322.0,4.6349,196200.0,<1H OCEAN,0.17650076962544894
-121.97,37.55,17.0,4924.0,1247.0,3080,1182.0,3.168,189400.0,<1H OCEAN,0.2532493907392364
-121.98,37.54,17.0,5133.0,1375.0,3386,1339.0,3.1326,220800.0,<1H OCEAN,0.2678745373076174
-121.99,37.55,16.0,6647.0,2098.0,4649,1903.0,2.9074,213800.0,<1H OCEAN,0.3156311117797503
-121.94,37.56,15.0,5674.0,748.0,2412,714.0,8.3996,442900.0,<1H OCEAN,0.13182939725061685
-121.95,37.55,21.0,10687.0,1540.0,4552,1520.0,6.6478,333400.0,<1H OCEAN,0.14410030878637597
-121.93,37.54,25.0,1354.0,192.0,596,220.0,6.629,352400.0,<1H OCEAN,0.14180206794682423
-121.94,37.54,27.0,3715.0,526.0,1631,538.0,6.2179,305300.0,<1H OCEAN,0.14158815612382233
-121.94,37.53,33.0,2095.0,342.0,941,304.0,5.761,259600.0,<1H OCEAN,0.16324582338902147
-121.95,37.54,29.0,3517.0,645.0,1724,585.0,4.6641,248900.0,<1H OCEAN,0.1833949388683537
-121.94,37.54,31.0,2537.0,382.0,1067,410.0,6.7599,356000.0,<1H OCEAN,0.15057154119038235
-121.96,37.54,14.0,5106.0,1207.0,2738,1108.0,3.9909,236000.0,<1H OCEAN,0.236388562475519
-121.96,37.53,23.0,2215.0,475.0,1278,492.0,4.2955,218800.0,<1H OCEAN,0.2144469525959368
-121.96,37.53,28.0,2949.0,529.0,1538,545.0,4.9615,228000.0,<1H OCEAN,0.1793828416412343
-121.96,37.53,18.0,2375.0,652.0,1252,586.0,2.6198,235900.0,<1H OCEAN,0.2745263157894737
-121.97,37.54,28.0,2312.0,496.0,1344,467.0,4.7135,203200.0,<1H OCEAN,0.21453287197231835
-121.97,37.53,35.0,2277.0,420.0,1353,413.0,4.75,197000.0,<1H OCEAN,0.1844532279314888
-121.97,37.53,26.0,2506.0,387.0,1273,406.0,5.4299,236400.0,<1H OCEAN,0.1544293695131684
-121.98,37.53,28.0,2829.0,566.0,1610,540.0,4.6,223200.0,<1H OCEAN,0.20007069635913752
-121.98,37.53,26.0,3179.0,703.0,2142,639.0,4.1947,222700.0,<1H OCEAN,0.2211387228688267
-121.99,37.54,26.0,2332.0,371.0,1285,404.0,5.388,225000.0,<1H OCEAN,0.1590909090909091
-121.99,37.54,18.0,3584.0,715.0,1673,661.0,3.9444,240100.0,<1H OCEAN,0.19949776785714285
-121.99,37.54,28.0,3046.0,507.0,1772,516.0,5.3283,227900.0,<1H OCEAN,0.1664478003939593
-121.99,37.55,28.0,2414.0,415.0,1106,453.0,4.8403,268600.0,<1H OCEAN,0.17191383595691798
-122.0,37.54,29.0,4133.0,744.0,2023,749.0,5.1616,275100.0,<1H OCEAN,0.18001451729978224
-122.01,37.55,34.0,2791.0,495.0,1276,468.0,4.9167,256300.0,NEAR BAY,0.1773557864564672
-122.0,37.55,27.0,6103.0,1249.0,3026,1134.0,4.1591,332400.0,<1H OCEAN,0.20465344912338193
-122.01,37.54,32.0,2572.0,406.0,1128,395.0,5.0,287600.0,NEAR BAY,0.1578538102643857
-122.0,37.54,26.0,1910.0,371.0,852,357.0,5.8325,298900.0,<1H OCEAN,0.19424083769633507
-122.01,37.53,27.0,1890.0,303.0,889,314.0,5.7057,287600.0,NEAR BAY,0.16031746031746033
-121.99,37.53,25.0,5405.0,939.0,2831,923.0,5.0423,222200.0,<1H OCEAN,0.17372802960222017
-121.97,37.52,26.0,3761.0,623.0,1776,613.0,4.5317,232600.0,<1H OCEAN,0.16564743419303377
-121.97,37.51,25.0,3333.0,511.0,1671,504.0,5.4359,258300.0,<1H OCEAN,0.15331533153315333
-121.97,37.52,23.0,4925.0,948.0,2530,894.0,5.0824,230900.0,<1H OCEAN,0.19248730964467006
-121.95,37.52,33.0,3994.0,764.0,2721,763.0,5.2308,196900.0,<1H OCEAN,0.19128693039559339
-121.96,37.51,22.0,5811.0,1125.0,3215,1086.0,4.4107,223500.0,<1H OCEAN,0.19359834796076406
-121.96,37.52,26.0,4211.0,741.0,2352,734.0,5.2396,223900.0,<1H OCEAN,0.17596770363334124
-121.93,37.53,27.0,5532.0,973.0,2855,960.0,4.7478,243500.0,<1H OCEAN,0.17588575560375994
-121.92,37.53,7.0,28258.0,3864.0,12203,3701.0,8.4045,451100.0,<1H OCEAN,0.13674003821926534
-121.89,37.49,9.0,4909.0,577.0,1981,591.0,9.7194,500001.0,<1H OCEAN,0.11753921368914239
-121.92,37.49,10.0,7441.0,1588.0,3571,1466.0,5.1643,193100.0,<1H OCEAN,0.2134121757828249
-121.92,37.48,23.0,4314.0,676.0,1972,623.0,5.3813,264400.0,<1H OCEAN,0.15669911914696338
-121.92,37.47,26.0,2016.0,322.0,1105,357.0,6.0878,246900.0,<1H OCEAN,0.1597222222222222
-121.91,37.47,13.0,5377.0,744.0,2759,760.0,6.867999999999999,337300.0,<1H OCEAN,0.1383671192114562
-122.03,37.55,22.0,9167.0,1373.0,4319,1404.0,6.992000000000001,284800.0,NEAR BAY,0.14977637176829933
-122.03,37.55,26.0,3087.0,532.0,1597,483.0,4.9118,217300.0,NEAR BAY,0.17233560090702948
-122.04,37.55,23.0,3170.0,532.0,1446,515.0,4.4357,291700.0,NEAR BAY,0.16782334384858044
-122.04,37.54,26.0,2145.0,369.0,1285,377.0,4.9464,223800.0,NEAR BAY,0.17202797202797201
-122.05,37.54,25.0,4209.0,731.0,2568,703.0,5.2882,223100.0,NEAR BAY,0.17367545735329057
-122.05,37.55,23.0,4247.0,835.0,2357,823.0,5.1321,211300.0,NEAR BAY,0.19660937132093242
-122.04,37.53,25.0,4458.0,922.0,2998,890.0,3.9667,218500.0,NEAR BAY,0.20681920143562135
-122.04,37.5,17.0,407.0,97.0,307,100.0,3.1696,156300.0,NEAR BAY,0.23832923832923833
-122.06,37.54,20.0,6483.0,1068.0,3526,1060.0,5.0838,248200.0,NEAR BAY,0.16473854696899584
-122.03,37.54,35.0,1867.0,343.0,1213,338.0,4.8214,186000.0,NEAR BAY,0.18371719335832887
-122.03,37.54,6.0,2918.0,672.0,1911,639.0,4.1406,178200.0,NEAR BAY,0.23029472241261137
-122.04,37.53,34.0,2316.0,478.0,1524,467.0,3.7364,190400.0,NEAR BAY,0.20639032815198619
-122.02,37.54,31.0,1240.0,264.0,719,236.0,3.535,210300.0,NEAR BAY,0.2129032258064516
-122.03,37.54,16.0,4458.0,856.0,3038,870.0,5.0739,208000.0,NEAR BAY,0.19201435621354868
-122.03,37.53,18.0,1746.0,437.0,1268,404.0,3.2560000000000002,183300.0,NEAR BAY,0.2502863688430699
-122.01,37.53,19.0,4572.0,712.0,2346,709.0,6.0667,245700.0,NEAR BAY,0.1557305336832896
-122.02,37.53,21.0,4280.0,673.0,2216,681.0,5.7072,242200.0,NEAR BAY,0.1572429906542056
-122.0,37.51,7.0,6352.0,1390.0,3223,1316.0,4.9867,181700.0,<1H OCEAN,0.2188287153652393
-121.92,37.72,4.0,7477.0,1576.0,2937,1506.0,5.1437,299400.0,<1H OCEAN,0.21077972448843119
-121.92,37.72,22.0,4638.0,716.0,2302,687.0,5.347,219500.0,<1H OCEAN,0.154376886589047
-121.91,37.71,25.0,4377.0,668.0,2038,671.0,5.7233,231800.0,<1H OCEAN,0.15261594699565914
-121.93,37.72,26.0,3816.0,637.0,1935,642.0,4.4697,221300.0,<1H OCEAN,0.1669287211740042
-121.93,37.72,26.0,2806.0,459.0,1453,444.0,4.9107,213800.0,<1H OCEAN,0.16357804704205275
-121.93,37.71,26.0,4822.0,845.0,2288,805.0,4.2281,206000.0,<1H OCEAN,0.17523849025300706
-121.94,37.71,15.0,6473.0,1027.0,2484,970.0,5.0143,271100.0,<1H OCEAN,0.1586590452649467
-121.96,37.71,6.0,8072.0,1050.0,3386,1062.0,7.2494,336500.0,<1H OCEAN,0.1300792864222002
-121.92,37.64,46.0,1280.0,209.0,512,208.0,5.1406,315600.0,INLAND,0.16328125
-121.93,37.66,24.0,3166.0,424.0,1081,400.0,8.3337,500001.0,<1H OCEAN,0.13392293114339862
-121.92,37.69,13.0,3742.0,555.0,1590,559.0,7.316,285400.0,<1H OCEAN,0.14831640833778728
-121.9,37.66,18.0,7397.0,1137.0,3126,1115.0,6.4994,323000.0,INLAND,0.1537109639042855
-121.92,37.68,23.0,1655.0,223.0,706,219.0,7.2211,291900.0,<1H OCEAN,0.13474320241691842
-121.93,37.7,3.0,2456.0,582.0,793,456.0,4.4087,225600.0,<1H OCEAN,0.23697068403908794
-121.91,37.69,23.0,2179.0,308.0,926,299.0,5.9345,259600.0,<1H OCEAN,0.1413492427719137
-121.91,37.68,20.0,1804.0,254.0,831,260.0,6.1770000000000005,262900.0,<1H OCEAN,0.14079822616407983
-121.91,37.68,18.0,3631.0,547.0,1700,520.0,5.817,257300.0,<1H OCEAN,0.15064720462682457
-121.91,37.69,18.0,2876.0,423.0,1395,427.0,6.3132,259200.0,<1H OCEAN,0.14707927677329624
-121.89,37.68,12.0,7490.0,1207.0,3329,1136.0,6.3373,339700.0,<1H OCEAN,0.16114819759679572
